	S1F.fastq.trim.sam.counts	S1S.fastq.trim.sam.counts	S2F.fastq.trim.sam.counts	S2S.fastq.trim.sam.counts	S3F.fastq.trim.sam.counts	S3S.fastq.trim.sam.counts	S4F.fastq.trim.sam.counts	S4S.fastq.trim.sam.counts	S5F.fastq.trim.sam.counts	S5S.fastq.trim.sam.counts	
symbB.v1.2.011617	10	9	12	11	7	11	10	11	13	10	
symbB.v1.2.011634	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.011638	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.011641	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011645	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.011649	1	1	0	3	1	2	2	2	2	2	
symbB.v1.2.011650	0	0	0	0	0	0	0	0	0	2	
symbB.v1.2.011651	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011656	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.011657	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.011679	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011695	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.011761	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011767	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011782	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011796	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011798	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011808	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011813	0	0	0	0	0	0	1	0	1	0	
symbB.v1.2.011825	0	0	0	0	0	0	0	2	0	1	
symbB.v1.2.011835	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011845	0	3	1	0	0	1	0	1	0	2	
symbB.v1.2.011846	0	0	0	0	0	0	1	1	1	0	
symbB.v1.2.011847	1	0	0	0	1	0	1	2	1	3	
symbB.v1.2.011849	3	0	1	0	0	2	1	2	1	3	
symbB.v1.2.011851	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.011881	1	0	3	1	0	0	1	0	0	4	
symbB.v1.2.011890	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.011894	0	0	0	1	1	0	1	2	1	1	
symbB.v1.2.011911	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011915	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011919	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011923	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.011924	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.011928	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.011929	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011930	1	1	0	0	0	0	0	1	0	1	
symbB.v1.2.011939	0	0	1	0	0	0	1	0	0	1	
symbB.v1.2.011961	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011966	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.011971	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.011980	0	0	0	0	0	0	3	3	0	0	
symbB.v1.2.011981	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012030	1	0	1	0	0	0	0	0	2	1	
symbB.v1.2.012040	0	0	5	2	3	3	3	0	1	0	
symbB.v1.2.012044	0	0	0	0	0	1	1	1	1	0	
symbB.v1.2.012047	21	17	15	8	9	11	9	12	16	22	
symbB.v1.2.012050	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.012056	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.012071	2	0	0	0	0	0	0	0	1	0	
symbB.v1.2.012084	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012087	1	1	0	0	0	0	1	2	0	0	
symbB.v1.2.012092	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.012093	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012095	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012097	5	4	1	1	1	4	3	10	5	2	
symbB.v1.2.012108	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012109	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012114	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012115	1	2	0	1	1	2	1	2	0	1	
symbB.v1.2.012116	1	1	3	1	0	1	2	0	0	2	
symbB.v1.2.012117	3	7	7	2	2	10	1	3	3	5	
symbB.v1.2.012127	0	0	0	0	0	0	0	1	0	2	
symbB.v1.2.012128	0	1	0	0	1	0	0	0	0	0	
symbB.v1.2.012135	0	1	1	0	0	0	1	0	0	0	
symbB.v1.2.012143	0	0	1	0	0	0	0	1	0	0	
symbB.v1.2.012147	0	0	0	0	0	0	3	0	0	0	
symbB.v1.2.012158	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012159	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.012164	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012168	2	1	0	0	0	0	0	0	2	1	
symbB.v1.2.012174	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.012180	0	0	0	0	0	0	1	0	1	0	
symbB.v1.2.012186	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012194	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.012197	1	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012201	0	0	0	0	0	0	0	3	0	0	
symbB.v1.2.012231	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012235	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.012253	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.012257	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012297	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012304	0	2	2	2	1	1	3	3	3	3	
symbB.v1.2.012314	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012315	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012319	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.012334	23	31	27	25	27	30	41	36	22	23	
symbB.v1.2.012356	11	10	19	16	18	14	19	16	17	10	
symbB.v1.2.012377	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012379	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.012395	0	0	0	1	1	0	0	0	2	0	
symbB.v1.2.012410	0	0	0	1	0	0	1	0	0	0	
symbB.v1.2.012422	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012424	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012430	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.012442	0	0	0	0	0	0	3	0	0	0	
symbB.v1.2.012450	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012452	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.012457	0	0	1	0	0	2	0	0	1	1	
symbB.v1.2.012459	1	1	3	2	1	2	2	1	0	3	
symbB.v1.2.012467	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012471	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.012480	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012482	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012497	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.012533	0	1	1	0	1	0	1	2	1	3	
symbB.v1.2.012539	0	0	0	0	1	0	0	0	2	2	
symbB.v1.2.012547	1	1	0	1	2	0	0	0	0	2	
symbB.v1.2.012563	0	0	0	0	0	0	1	2	0	0	
symbB.v1.2.012571	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012573	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.012575	0	1	1	0	0	0	3	2	0	1	
symbB.v1.2.012579	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.012583	0	1	0	0	0	0	0	1	0	0	
symbB.v1.2.012613	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.012620	0	0	2	0	0	1	0	0	0	0	
symbB.v1.2.012633	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012634	1	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012636	1	2	1	0	0	1	1	2	0	1	
symbB.v1.2.012652	2	4	1	1	1	3	1	0	1	3	
symbB.v1.2.012658	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012668	0	0	0	1	0	0	1	0	0	0	
symbB.v1.2.012674	7	3	6	4	6	5	6	8	5	5	
symbB.v1.2.012680	0	0	0	0	0	0	1	0	1	0	
symbB.v1.2.012713	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012722	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.012725	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.012728	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012731	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.012732	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.012735	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.012738	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012753	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012760	1	0	1	1	0	0	0	0	0	1	
symbB.v1.2.012764	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.012773	3	5	2	0	1	5	1	4	1	0	
symbB.v1.2.012779	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012793	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.012794	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012800	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012806	1	1	1	0	0	3	0	2	2	0	
symbB.v1.2.012814	1	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012815	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012824	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.012845	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.012847	4	6	5	3	2	4	7	6	3	3	
symbB.v1.2.012850	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.012857	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.012861	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012865	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012870	0	3	1	0	0	1	0	0	1	0	
symbB.v1.2.012884	0	0	1	0	0	0	1	0	0	0	
symbB.v1.2.012890	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012891	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012894	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.012917	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.012928	0	1	0	0	0	0	4	1	0	1	
symbB.v1.2.012929	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.012932	0	2	0	0	1	0	1	0	0	1	
symbB.v1.2.012941	0	1	0	0	0	0	0	0	1	0	
symbB.v1.2.012943	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012962	1	3	2	3	3	3	1	0	0	0	
symbB.v1.2.012963	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.012967	0	1	0	0	3	1	0	0	3	0	
symbB.v1.2.012973	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.012998	18	41	45	7	9	33	12	33	22	34	
symbB.v1.2.013019	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013021	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013024	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013028	4	9	6	3	6	7	8	5	6	5	
symbB.v1.2.013032	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.013035	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013037	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013045	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013062	0	1	0	0	0	0	0	0	1	0	
symbB.v1.2.013063	3	3	3	4	6	4	1	4	2	3	
symbB.v1.2.013067	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.013068	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013078	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.013102	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013107	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013111	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013112	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013118	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.013122	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013125	0	0	0	0	0	0	1	2	0	0	
symbB.v1.2.013126	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013127	0	0	0	0	0	0	1	3	0	0	
symbB.v1.2.013132	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.013135	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013142	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.013150	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.013166	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.013168	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013169	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013173	0	0	0	1	0	0	2	0	0	0	
symbB.v1.2.013181	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013184	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.013185	0	1	0	0	0	2	0	1	1	1	
symbB.v1.2.013189	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.013191	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.013205	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013207	2	1	1	1	2	4	0	2	0	1	
symbB.v1.2.013210	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013226	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.013228	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.013229	35	35	52	23	49	44	47	60	30	42	
symbB.v1.2.013235	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.013237	4	11	9	12	7	7	8	9	7	12	
symbB.v1.2.013241	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013252	0	1	0	0	1	0	2	0	3	2	
symbB.v1.2.013259	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013265	1	1	0	0	0	0	0	2	0	0	
symbB.v1.2.013273	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013279	1	0	0	0	0	0	0	0	2	0	
symbB.v1.2.013280	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.013281	0	0	0	0	0	0	2	0	0	1	
symbB.v1.2.013283	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.013292	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013298	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013327	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013362	1	4	0	1	0	1	2	1	0	2	
symbB.v1.2.013397	0	0	3	2	3	4	1	0	2	3	
symbB.v1.2.013401	0	0	0	0	0	2	0	0	0	0	
symbB.v1.2.013403	0	4	1	2	0	2	1	0	1	0	
symbB.v1.2.013405	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013406	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013420	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.013430	1	0	1	0	0	0	0	0	0	2	
symbB.v1.2.013436	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013440	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013460	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013475	2	0	0	0	0	1	0	1	0	0	
symbB.v1.2.013484	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013486	8	19	14	4	7	19	5	17	3	16	
symbB.v1.2.013491	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.013494	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013520	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013536	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.013537	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.013544	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013549	0	0	0	0	0	0	0	1	1	0	
symbB.v1.2.013551	0	0	0	0	0	0	1	0	2	1	
symbB.v1.2.013552	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013555	1	1	4	1	2	2	0	1	2	2	
symbB.v1.2.013564	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.013566	0	1	0	0	0	0	1	1	1	1	
symbB.v1.2.013586	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013587	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.013588	1	7	0	1	0	2	3	3	0	2	
symbB.v1.2.013595	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.013613	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013621	1	1	0	0	0	0	1	1	0	0	
symbB.v1.2.013636	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.013637	0	0	0	0	0	0	0	1	1	0	
symbB.v1.2.013644	0	1	0	0	1	0	0	1	0	0	
symbB.v1.2.013673	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.013675	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013681	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.013691	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.013703	1	1	1	0	0	0	1	1	3	1	
symbB.v1.2.013723	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013725	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013726	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013738	1	0	2	0	0	0	0	1	0	0	
symbB.v1.2.013739	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.013752	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013758	4	3	7	8	3	1	2	3	6	3	
symbB.v1.2.013764	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013766	0	0	0	0	0	0	1	2	0	0	
symbB.v1.2.013804	5	3	0	0	0	0	0	0	1	2	
symbB.v1.2.013805	2	2	0	0	1	1	1	1	1	0	
symbB.v1.2.013821	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.013869	3	0	5	2	2	4	0	0	2	2	
symbB.v1.2.013870	4	9	4	0	6	10	3	4	0	10	
symbB.v1.2.013894	0	0	0	0	0	0	1	2	0	0	
symbB.v1.2.013907	0	0	1	0	0	0	0	0	0	0	
symbB.v1.2.013914	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.013918	0	0	1	0	0	0	0	1	0	0	
symbB.v1.2.013920	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013923	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.013928	4	5	9	3	5	8	6	9	7	4	
symbB.v1.2.013934	0	0	2	0	0	1	0	0	0	0	
symbB.v1.2.013942	0	0	0	0	1	1	0	0	0	0	
symbB.v1.2.013945	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.013948	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.013958	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013959	4	1	0	1	2	0	1	0	4	1	
symbB.v1.2.013960	0	0	0	0	1	0	0	0	0	0	
symbB.v1.2.013965	0	0	1	0	0	0	0	0	1	0	
symbB.v1.2.013971	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.013986	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.013989	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.014002	1	4	3	2	2	4	1	1	1	5	
symbB.v1.2.014003	9	12	10	9	7	20	6	12	10	12	
symbB.v1.2.014023	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.014032	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014049	0	1	0	0	0	0	0	1	0	0	
symbB.v1.2.014054	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014059	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014064	0	0	1	0	1	0	0	0	0	0	
symbB.v1.2.014079	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.014093	0	0	0	0	1	0	1	0	1	0	
symbB.v1.2.014100	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.014106	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.014111	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014119	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.014121	2	3	0	1	0	1	2	0	2	1	
symbB.v1.2.014124	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.014126	0	0	0	0	0	1	1	1	2	0	
symbB.v1.2.014207	0	0	0	0	0	0	1	3	0	0	
symbB.v1.2.014243	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.014245	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014250	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.014252	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.014253	53	104	76	40	43	88	50	107	50	66	
symbB.v1.2.014255	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014256	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.014282	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.014308	0	0	0	0	0	0	1	3	0	0	
symbB.v1.2.014329	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014336	1	1	2	0	2	0	0	0	0	1	
symbB.v1.2.014345	9	4	5	4	3	3	3	11	5	11	
symbB.v1.2.014347	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014349	0	0	0	0	0	0	0	2	0	1	
symbB.v1.2.014364	0	0	0	0	0	0	0	2	0	0	
symbB.v1.2.014366	2	1	0	0	2	0	1	0	1	1	
symbB.v1.2.014386	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014397	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014411	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.014412	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.014416	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014421	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.014423	2	1	0	0	0	0	1	0	0	0	
symbB.v1.2.014429	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014444	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014452	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.014464	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014466	2	4	1	4	3	3	1	2	1	0	
symbB.v1.2.014467	0	1	0	0	0	0	0	1	0	0	
symbB.v1.2.014469	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014470	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014473	1	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014476	0	0	0	0	0	0	0	0	1	0	
symbB.v1.2.014477	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014479	1	2	1	0	0	2	0	0	0	0	
symbB.v1.2.014493	0	2	1	1	1	1	0	0	0	0	
symbB.v1.2.014506	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014518	1	2	6	1	1	0	1	1	1	1	
symbB.v1.2.014539	1	10	9	2	1	4	4	1	0	3	
symbB.v1.2.014540	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014541	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014542	1	0	0	1	0	0	0	0	0	0	
symbB.v1.2.014543	0	1	0	0	0	0	0	2	0	0	
symbB.v1.2.014568	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.014575	0	5	1	2	1	1	4	3	1	1	
symbB.v1.2.014579	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014588	2	2	2	1	1	0	2	2	4	2	
symbB.v1.2.014592	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014594	1	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014598	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014609	0	2	3	5	1	6	3	1	3	2	
symbB.v1.2.014618	0	0	0	0	0	1	0	1	0	0	
symbB.v1.2.014620	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.014626	3	0	0	1	0	2	2	4	4	2	
symbB.v1.2.014654	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014665	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014677	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014681	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014701	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014711	0	0	0	0	0	0	2	0	1	1	
symbB.v1.2.014714	1	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014715	0	0	0	0	0	0	2	1	0	0	
symbB.v1.2.014720	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.014725	0	0	0	0	0	0	1	0	0	1	
symbB.v1.2.014732	8	8	13	4	3	5	6	9	8	8	
symbB.v1.2.014735	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.014737	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014739	0	1	1	0	0	0	0	0	0	0	
symbB.v1.2.014743	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014744	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014745	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.014754	0	0	0	0	0	1	0	0	0	0	
symbB.v1.2.014803	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014805	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.014825	0	0	0	0	0	0	2	0	0	0	
symbB.v1.2.014832	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014848	1	0	1	0	2	1	4	1	2	0	
symbB.v1.2.014853	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.014879	1	0	0	0	0	0	1	1	0	0	
symbB.v1.2.014909	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.014915	0	1	0	0	0	0	0	0	0	0	
symbB.v1.2.014920	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.014921	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014928	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014931	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.014938	0	0	0	1	0	1	1	1	1	0	
symbB.v1.2.014947	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.014976	0	0	0	0	1	0	1	1	0	0	
symbB.v1.2.014977	1	0	0	0	0	1	1	0	0	0	
symbB.v1.2.014987	0	0	0	1	0	0	0	0	0	0	
symbB.v1.2.014992	0	0	0	0	0	0	0	1	1	0	
symbB.v1.2.014996	0	0	0	0	0	0	0	0	0	1	
symbB.v1.2.015013	9	3	6	2	3	0	1	6	1	4	
symbB.v1.2.015015	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.015026	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.015029	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.015032	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.015036	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.015039	1	0	1	0	0	0	0	1	0	0	
symbB.v1.2.015044	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.015046	0	0	0	0	0	0	1	0	0	0	
symbB.v1.2.015056	0	0	0	0	0	0	2	0	1	0	
symbB.v1.2.015071	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.015072	1	0	0	0	0	0	0	0	0	0	
symbB.v1.2.015073	0	0	0	0	0	0	1	1	0	0	
symbB.v1.2.015077	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.015079	0	0	0	0	0	0	0	1	0	0	
symbB.v1.2.015082	0	0	0	0	0	0	0	1	0	0	
