	S1F.fastq.trim.sam.counts	S1S.fastq.trim.sam.counts	S2F.fastq.trim.sam.counts	S2S.fastq.trim.sam.counts	S3F.fastq.trim.sam.counts	S3S.fastq.trim.sam.counts	S4F.fastq.trim.sam.counts	S4S.fastq.trim.sam.counts	S5F.fastq.trim.sam.counts	S5S.fastq.trim.sam.counts	
Slin_CCMP2456.gene20718.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20719.mRNA1	5	6	8	6	4	10	5	2	5	4	
Slin_CCMP2456.gene2072.mRNA1	1	3	3	3	1	4	2	4	3	5	
Slin_CCMP2456.gene20720.mRNA1	6	10	5	3	6	15	6	15	7	9	
Slin_CCMP2456.gene20721.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20723.mRNA1	5	19	11	3	7	7	4	15	6	4	
Slin_CCMP2456.gene20728.mRNA1	4	0	1	0	1	4	2	2	1	2	
Slin_CCMP2456.gene20730.mRNA1	4	4	5	1	4	5	2	8	0	8	
Slin_CCMP2456.gene20731.mRNA1	0	2	1	0	2	1	0	0	4	0	
Slin_CCMP2456.gene20738.mRNA1	0	0	1	0	1	0	0	0	1	0	
Slin_CCMP2456.gene20739.mRNA1	0	1	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene2074.mRNA1	1	2	3	0	0	3	4	2	0	2	
Slin_CCMP2456.gene20741.mRNA1	1	3	0	0	1	0	1	2	0	0	
Slin_CCMP2456.gene20742.mRNA1	2	0	0	0	0	0	0	1	1	1	
Slin_CCMP2456.gene20743.mRNA1	4	8	3	3	4	7	1	7	2	8	
Slin_CCMP2456.gene20744.mRNA1	2	1	1	0	1	0	0	3	0	1	
Slin_CCMP2456.gene20746.mRNA1	1	8	13	2	4	2	7	8	3	1	
Slin_CCMP2456.gene20747.mRNA1	2	5	2	1	5	6	2	5	7	2	
Slin_CCMP2456.gene20748.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene2075.mRNA1	7	8	6	3	6	8	4	10	4	6	
Slin_CCMP2456.gene20751.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20753.mRNA1	8	12	4	8	8	10	6	6	12	12	
Slin_CCMP2456.gene20754.mRNA1	2	6	3	5	6	7	4	15	1	3	
Slin_CCMP2456.gene20755.mRNA1	0	0	2	0	0	2	0	0	1	0	
Slin_CCMP2456.gene20756.mRNA1	1	1	0	0	1	2	1	2	0	0	
Slin_CCMP2456.gene20757.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20760.mRNA1	2	4	4	2	2	9	1	7	3	8	
Slin_CCMP2456.gene20763.mRNA1	1	0	3	1	0	0	0	0	0	2	
Slin_CCMP2456.gene20765.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20769.mRNA1	0	1	0	1	0	0	1	0	0	1	
Slin_CCMP2456.gene2077.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene20771.mRNA1	2	2	2	1	1	0	0	4	0	0	
Slin_CCMP2456.gene20774.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene20775.mRNA1	0	1	2	0	0	0	0	1	1	1	
Slin_CCMP2456.gene20776.mRNA1	6	13	10	5	8	7	3	9	5	10	
Slin_CCMP2456.gene20777.mRNA1	1	0	0	0	1	0	0	1	0	1	
Slin_CCMP2456.gene2078.mRNA1	9	21	11	9	8	14	7	12	7	17	
Slin_CCMP2456.gene20785.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene20786.mRNA1	1	1	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20787.mRNA1	8	7	1	1	1	1	1	5	0	4	
Slin_CCMP2456.gene20788.mRNA1	24	31	32	15	21	36	21	39	24	27	
Slin_CCMP2456.gene20789.mRNA1	2	2	0	0	0	1	2	1	0	1	
Slin_CCMP2456.gene2079.mRNA1	2	6	2	2	2	9	2	3	2	3	
Slin_CCMP2456.gene20791.mRNA1	0	0	3	3	1	0	2	2	0	0	
Slin_CCMP2456.gene20795.mRNA1	1	0	2	1	0	1	1	2	0	2	
Slin_CCMP2456.gene20797.mRNA1	30	35	36	18	19	33	31	48	23	34	
Slin_CCMP2456.gene20798.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene2080.mRNA1	4	6	4	2	4	10	4	6	4	4	
Slin_CCMP2456.gene20800.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20803.mRNA1	0	1	0	0	0	0	0	0	1	4	
Slin_CCMP2456.gene20808.mRNA1	5	2	3	2	2	1	0	4	2	2	
Slin_CCMP2456.gene20809.mRNA1	9	11	10	4	6	9	3	13	8	4	
Slin_CCMP2456.gene20810.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20815.mRNA1	1	3	0	2	0	4	2	2	4	7	
Slin_CCMP2456.gene20816.mRNA1	2	4	1	2	0	1	1	1	0	1	
Slin_CCMP2456.gene20819.mRNA1	0	3	2	1	1	1	1	0	1	0	
Slin_CCMP2456.gene20820.mRNA1	4	5	2	0	2	6	2	8	3	3	
Slin_CCMP2456.gene20821.mRNA1	0	2	1	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20822.mRNA1	2	1	2	0	2	1	0	7	0	2	
Slin_CCMP2456.gene20824.mRNA1	0	5	0	1	1	2	0	2	2	0	
Slin_CCMP2456.gene20825.mRNA1	1	3	1	1	0	0	0	2	0	1	
Slin_CCMP2456.gene20826.mRNA1	8	6	4	1	2	5	2	7	4	5	
Slin_CCMP2456.gene2083.mRNA1	0	0	0	1	1	1	0	3	1	2	
Slin_CCMP2456.gene20830.mRNA1	5	5	3	3	4	5	1	4	4	4	
Slin_CCMP2456.gene20832.mRNA1	2	2	0	2	2	5	0	2	0	1	
Slin_CCMP2456.gene20833.mRNA1	0	4	2	0	1	2	0	2	1	2	
Slin_CCMP2456.gene20834.mRNA1	0	3	4	2	1	1	2	1	1	2	
Slin_CCMP2456.gene20835.mRNA1	8	4	7	0	4	2	4	10	3	7	
Slin_CCMP2456.gene20836.mRNA1	3	6	6	1	5	4	3	5	4	4	
Slin_CCMP2456.gene2084.mRNA1	6	11	1	1	1	5	6	10	1	3	
Slin_CCMP2456.gene20843.mRNA1	0	2	1	0	1	0	1	0	1	0	
Slin_CCMP2456.gene20844.mRNA1	2	1	3	1	2	5	4	7	0	3	
Slin_CCMP2456.gene20848.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene2085.mRNA1	1	3	2	1	1	1	0	0	0	1	
Slin_CCMP2456.gene20854.mRNA1	1	1	0	0	1	0	0	0	0	1	
Slin_CCMP2456.gene20855.mRNA1	0	0	1	0	1	2	0	0	0	0	
Slin_CCMP2456.gene2086.mRNA1	1	1	1	0	3	0	0	0	0	1	
Slin_CCMP2456.gene20862.mRNA1	10	14	6	5	3	11	4	5	3	7	
Slin_CCMP2456.gene20863.mRNA1	2	0	1	0	1	0	0	0	1	0	
Slin_CCMP2456.gene20868.mRNA1	5	10	6	1	2	4	3	5	1	6	
Slin_CCMP2456.gene2087.mRNA1	3	8	5	2	3	4	0	6	2	1	
Slin_CCMP2456.gene20871.mRNA1	1	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene20872.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20874.mRNA1	2	6	6	9	8	12	3	10	0	5	
Slin_CCMP2456.gene20876.mRNA1	0	2	0	0	0	1	3	1	0	0	
Slin_CCMP2456.gene20878.mRNA1	0	2	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene2088.mRNA1	0	1	0	1	1	4	2	0	1	2	
Slin_CCMP2456.gene20884.mRNA1	0	3	4	1	5	0	2	1	1	0	
Slin_CCMP2456.gene20887.mRNA1	1	7	3	1	1	2	2	4	1	3	
Slin_CCMP2456.gene20890.mRNA1	0	1	0	1	1	2	0	2	0	1	
Slin_CCMP2456.gene20891.mRNA1	6	13	11	4	8	18	5	17	7	9	
Slin_CCMP2456.gene20893.mRNA1	3	3	1	4	2	4	5	8	6	5	
Slin_CCMP2456.gene20896.mRNA1	0	2	1	1	1	3	1	0	2	1	
Slin_CCMP2456.gene20898.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20899.mRNA1	1	3	3	1	1	2	2	3	0	0	
Slin_CCMP2456.gene209.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene2090.mRNA1	1	2	2	0	0	0	0	3	0	1	
Slin_CCMP2456.gene20900.mRNA1	0	0	3	0	1	1	3	2	2	0	
Slin_CCMP2456.gene20901.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene20903.mRNA1	6	9	8	1	4	9	5	13	2	7	
Slin_CCMP2456.gene20904.mRNA1	1	0	3	0	0	1	1	1	0	1	
Slin_CCMP2456.gene20905.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene20906.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene20907.mRNA1	13	12	13	8	6	13	13	14	8	13	
Slin_CCMP2456.gene20908.mRNA1	0	1	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20909.mRNA1	11	22	12	10	10	21	15	21	10	12	
Slin_CCMP2456.gene2091.mRNA1	0	4	1	3	0	1	1	0	0	0	
Slin_CCMP2456.gene20910.mRNA1	9	17	5	2	6	14	8	15	7	7	
Slin_CCMP2456.gene20911.mRNA1	5	3	3	1	2	5	3	1	2	3	
Slin_CCMP2456.gene2092.mRNA1	5	11	11	3	3	11	6	14	6	7	
Slin_CCMP2456.gene20920.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20922.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20927.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene2093.mRNA1	6	6	6	0	3	1	2	6	3	5	
Slin_CCMP2456.gene20931.mRNA1	2	4	2	0	2	3	1	2	1	2	
Slin_CCMP2456.gene20935.mRNA1	4	1	1	0	4	4	3	6	0	2	
Slin_CCMP2456.gene20936.mRNA1	2	2	4	3	4	6	3	2	0	6	
Slin_CCMP2456.gene20942.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene20945.mRNA1	2	2	2	0	1	4	0	3	3	0	
Slin_CCMP2456.gene20947.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20949.mRNA1	5	7	9	3	8	8	6	9	6	8	
Slin_CCMP2456.gene2095.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20950.mRNA1	0	1	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20956.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20957.mRNA1	0	2	2	0	5	2	1	4	0	1	
Slin_CCMP2456.gene2096.mRNA1	3	6	4	5	7	8	4	8	3	8	
Slin_CCMP2456.gene20967.mRNA1	2	0	2	0	1	4	0	1	2	5	
Slin_CCMP2456.gene20969.mRNA1	0	0	0	0	0	0	0	1	1	1	
Slin_CCMP2456.gene2097.mRNA1	0	0	0	0	1	0	0	2	1	1	
Slin_CCMP2456.gene20970.mRNA1	0	2	2	0	3	5	2	3	1	7	
Slin_CCMP2456.gene20971.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20975.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene2098.mRNA1	8	11	4	5	3	8	6	13	3	7	
Slin_CCMP2456.gene20982.mRNA1	1	2	1	0	0	0	0	0	1	1	
Slin_CCMP2456.gene20983.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20984.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene20988.mRNA1	0	5	2	0	1	0	2	3	1	2	
Slin_CCMP2456.gene20989.mRNA1	0	2	2	2	1	0	2	4	3	0	
Slin_CCMP2456.gene2099.mRNA1	0	0	0	0	1	1	0	1	0	0	
Slin_CCMP2456.gene20990.mRNA1	1	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene20992.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene20996.mRNA1	1	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20998.mRNA1	2	11	9	4	7	12	6	9	1	9	
Slin_CCMP2456.gene21.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene210.mRNA1	0	1	1	0	0	1	0	1	2	0	
Slin_CCMP2456.gene21001.mRNA1	1	1	0	0	1	0	0	0	1	3	
Slin_CCMP2456.gene21002.mRNA1	6	0	2	4	2	2	1	2	4	4	
Slin_CCMP2456.gene21004.mRNA1	8	12	10	5	4	14	2	12	8	7	
Slin_CCMP2456.gene21005.mRNA1	5	9	5	4	5	3	2	8	0	2	
Slin_CCMP2456.gene21009.mRNA1	1	0	1	2	0	2	0	1	2	2	
Slin_CCMP2456.gene21013.mRNA1	0	0	1	0	0	0	0	1	0	1	
Slin_CCMP2456.gene21016.mRNA1	1	2	3	1	1	1	2	2	1	2	
Slin_CCMP2456.gene21017.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene21019.mRNA1	7	9	17	4	5	6	2	12	7	7	
Slin_CCMP2456.gene21020.mRNA1	1	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene21021.mRNA1	3	4	4	4	2	9	2	1	2	3	
Slin_CCMP2456.gene21023.mRNA1	3	2	1	3	0	1	0	2	0	3	
Slin_CCMP2456.gene21024.mRNA1	2	4	2	1	0	3	0	1	1	1	
Slin_CCMP2456.gene21025.mRNA1	1	1	5	1	3	6	0	6	0	1	
Slin_CCMP2456.gene21029.mRNA1	58	74	88	44	59	100	43	89	60	61	
Slin_CCMP2456.gene21030.mRNA1	0	0	1	0	1	0	0	1	1	0	
Slin_CCMP2456.gene21031.mRNA1	1	0	1	0	1	0	1	1	1	0	
Slin_CCMP2456.gene21032.mRNA1	1	2	0	0	1	1	0	1	2	2	
Slin_CCMP2456.gene21033.mRNA1	1	1	2	0	2	2	1	0	1	0	
Slin_CCMP2456.gene21038.mRNA1	1	0	0	0	0	0	0	1	0	2	
Slin_CCMP2456.gene21039.mRNA1	2	9	3	5	1	8	4	5	5	5	
Slin_CCMP2456.gene21047.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene21048.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene21049.mRNA1	0	3	3	3	0	5	2	2	1	0	
Slin_CCMP2456.gene21051.mRNA1	0	2	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene21053.mRNA1	4	5	1	6	7	4	4	5	3	7	
Slin_CCMP2456.gene21054.mRNA1	9	7	6	3	0	3	3	3	2	6	
Slin_CCMP2456.gene21055.mRNA1	2	2	4	2	3	5	1	3	6	2	
Slin_CCMP2456.gene21056.mRNA1	0	1	0	0	0	1	1	2	0	1	
Slin_CCMP2456.gene21057.mRNA1	8	12	7	9	8	6	6	12	8	10	
Slin_CCMP2456.gene2106.mRNA1	4	10	6	2	4	4	4	5	3	4	
Slin_CCMP2456.gene21066.mRNA1	0	2	1	0	0	0	1	0	1	0	
Slin_CCMP2456.gene21074.mRNA1	6	3	6	5	1	7	8	5	7	7	
Slin_CCMP2456.gene21076.mRNA1	1	1	2	0	1	1	1	5	0	4	
Slin_CCMP2456.gene2108.mRNA1	1	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene21081.mRNA1	2	2	2	1	0	2	2	3	4	0	
Slin_CCMP2456.gene21083.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene21088.mRNA1	1	0	0	0	2	1	0	0	1	0	
Slin_CCMP2456.gene2109.mRNA1	1	0	1	0	0	1	0	3	0	0	
Slin_CCMP2456.gene21091.mRNA1	0	2	1	1	0	0	0	1	1	0	
Slin_CCMP2456.gene21092.mRNA1	0	0	0	0	0	0	1	0	0	1	
Slin_CCMP2456.gene21095.mRNA1	0	1	0	0	2	2	1	0	2	0	
Slin_CCMP2456.gene211.mRNA1	2	0	1	0	1	0	0	1	0	0	
Slin_CCMP2456.gene21100.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene21102.mRNA1	4	2	2	3	2	2	3	2	1	4	
Slin_CCMP2456.gene21104.mRNA1	0	0	0	0	0	1	0	1	0	1	
Slin_CCMP2456.gene21105.mRNA1	0	0	1	0	0	0	0	1	0	3	
Slin_CCMP2456.gene21106.mRNA1	4	12	10	2	6	4	4	7	3	4	
Slin_CCMP2456.gene21109.mRNA1	5	6	2	0	1	2	4	1	3	4	
Slin_CCMP2456.gene21110.mRNA1	7	8	3	7	7	7	6	11	6	5	
Slin_CCMP2456.gene21115.mRNA1	10	18	10	6	11	19	12	16	12	14	
Slin_CCMP2456.gene21118.mRNA1	1	1	1	0	0	2	0	4	4	1	
Slin_CCMP2456.gene21120.mRNA1	9	17	14	6	9	11	5	23	10	11	
Slin_CCMP2456.gene21121.mRNA1	4	3	0	1	3	1	7	3	4	1	
Slin_CCMP2456.gene21122.mRNA1	0	2	1	0	1	0	1	0	1	0	
Slin_CCMP2456.gene21124.mRNA1	0	1	0	0	2	0	1	2	0	2	
Slin_CCMP2456.gene21125.mRNA1	2	2	0	0	3	5	1	9	2	2	
Slin_CCMP2456.gene21126.mRNA1	3	6	1	5	0	5	2	1	3	3	
Slin_CCMP2456.gene2113.mRNA1	1	2	1	0	1	1	0	0	0	0	
Slin_CCMP2456.gene21132.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene21135.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene21136.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene21139.mRNA1	26	44	30	22	31	36	18	36	26	28	
Slin_CCMP2456.gene21141.mRNA1	1	4	3	4	2	3	1	3	0	5	
Slin_CCMP2456.gene21142.mRNA1	1	2	0	1	1	2	2	2	3	3	
Slin_CCMP2456.gene21146.mRNA1	2	0	2	0	0	0	0	1	0	3	
Slin_CCMP2456.gene21148.mRNA1	2	3	0	0	1	0	1	1	0	2	
Slin_CCMP2456.gene2115.mRNA1	2	2	1	3	0	4	0	1	2	0	
Slin_CCMP2456.gene21151.mRNA1	6	4	1	1	1	3	3	4	3	1	
Slin_CCMP2456.gene21152.mRNA1	0	2	0	4	3	3	0	7	1	2	
Slin_CCMP2456.gene21158.mRNA1	0	1	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene21159.mRNA1	0	3	0	0	0	0	0	2	1	0	
Slin_CCMP2456.gene2116.mRNA1	3	1	2	1	0	1	0	2	2	0	
Slin_CCMP2456.gene21161.mRNA1	0	1	1	1	0	2	0	1	1	3	
Slin_CCMP2456.gene21163.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene21165.mRNA1	0	1	1	0	0	0	0	1	0	1	
Slin_CCMP2456.gene21166.mRNA1	0	0	0	0	1	0	0	0	1	0	
Slin_CCMP2456.gene2117.mRNA1	0	2	1	2	1	5	2	1	2	2	
Slin_CCMP2456.gene21174.mRNA1	1	4	2	1	0	2	2	1	2	2	
Slin_CCMP2456.gene21176.mRNA1	5	6	9	2	6	7	3	10	8	5	
Slin_CCMP2456.gene21179.mRNA1	0	1	2	0	0	0	0	0	0	0	
Slin_CCMP2456.gene2118.mRNA1	1	3	3	0	0	2	1	2	2	3	
Slin_CCMP2456.gene21180.mRNA1	1	5	0	0	2	3	0	3	1	0	
Slin_CCMP2456.gene21184.mRNA1	1	2	1	3	2	3	2	7	3	5	
Slin_CCMP2456.gene21186.mRNA1	31	37	28	17	16	44	22	59	19	30	
Slin_CCMP2456.gene21188.mRNA1	0	0	1	1	0	0	0	0	0	0	
Slin_CCMP2456.gene21189.mRNA1	0	1	0	1	0	0	0	1	0	1	
Slin_CCMP2456.gene21190.mRNA1	0	0	0	0	1	0	1	0	1	1	
Slin_CCMP2456.gene21192.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene21193.mRNA1	11	18	14	9	6	16	15	14	11	15	
Slin_CCMP2456.gene21194.mRNA1	10	22	15	14	8	15	13	22	11	20	
Slin_CCMP2456.gene21196.mRNA1	0	0	0	1	1	0	0	0	1	1	
Slin_CCMP2456.gene21198.mRNA1	3	6	2	2	2	11	0	2	1	5	
Slin_CCMP2456.gene21199.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene212.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene21202.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene21208.mRNA1	1	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene21210.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene21212.mRNA1	2	4	3	8	1	10	4	4	3	1	
Slin_CCMP2456.gene21213.mRNA1	1	3	2	1	0	6	1	1	1	0	
Slin_CCMP2456.gene21215.mRNA1	0	1	0	0	0	2	0	0	1	1	
Slin_CCMP2456.gene21216.mRNA1	1	5	1	1	1	0	2	6	0	3	
Slin_CCMP2456.gene21217.mRNA1	9	9	3	3	9	9	1	20	6	9	
Slin_CCMP2456.gene21218.mRNA1	2	1	1	0	1	0	0	2	0	0	
Slin_CCMP2456.gene21219.mRNA1	0	2	0	1	0	0	0	0	2	5	
Slin_CCMP2456.gene21221.mRNA1	3	3	2	2	1	5	1	3	2	8	
Slin_CCMP2456.gene21223.mRNA1	0	5	1	0	1	5	1	1	1	0	
Slin_CCMP2456.gene21224.mRNA1	2	3	2	0	0	2	1	2	2	1	
Slin_CCMP2456.gene21225.mRNA1	4	3	4	2	3	8	3	6	1	4	
Slin_CCMP2456.gene21226.mRNA1	1	2	1	0	1	3	2	3	0	1	
Slin_CCMP2456.gene21227.mRNA1	2	1	2	1	0	2	0	1	1	0	
Slin_CCMP2456.gene21229.mRNA1	0	0	0	1	0	1	1	0	0	4	
Slin_CCMP2456.gene21232.mRNA1	2	5	5	0	3	1	2	2	5	2	
Slin_CCMP2456.gene21234.mRNA1	3	13	1	2	2	1	2	5	2	7	
Slin_CCMP2456.gene21236.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene21239.mRNA1	0	1	0	0	0	0	1	1	0	0	
Slin_CCMP2456.gene21244.mRNA1	0	2	1	1	1	1	2	4	0	1	
Slin_CCMP2456.gene21245.mRNA1	6	3	1	0	3	3	0	2	4	1	
Slin_CCMP2456.gene21246.mRNA1	4	3	1	1	1	1	0	1	0	0	
Slin_CCMP2456.gene21247.mRNA1	0	2	0	0	0	0	0	3	0	0	
Slin_CCMP2456.gene21248.mRNA1	13	10	10	3	6	14	4	13	10	9	
Slin_CCMP2456.gene21249.mRNA1	2	6	2	4	0	3	1	5	0	2	
Slin_CCMP2456.gene21250.mRNA1	7	7	11	3	8	7	7	18	1	6	
Slin_CCMP2456.gene21251.mRNA1	0	5	4	2	4	5	2	4	2	5	
Slin_CCMP2456.gene21254.mRNA1	2	5	3	1	2	2	1	4	3	2	
Slin_CCMP2456.gene21255.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene21256.mRNA1	4	6	13	8	9	10	7	11	2	2	
Slin_CCMP2456.gene21257.mRNA1	1	1	0	0	0	1	1	0	0	0	
Slin_CCMP2456.gene21259.mRNA1	0	1	2	0	1	1	0	3	0	0	
Slin_CCMP2456.gene21266.mRNA1	1	0	1	0	1	1	1	1	1	3	
Slin_CCMP2456.gene2127.mRNA1	5	2	1	0	2	0	2	0	4	0	
Slin_CCMP2456.gene21270.mRNA1	1	2	3	0	3	0	2	4	1	4	
Slin_CCMP2456.gene21273.mRNA1	1	0	0	0	0	0	1	1	0	1	
Slin_CCMP2456.gene21276.mRNA1	3	3	1	1	2	4	1	1	3	2	
Slin_CCMP2456.gene21277.mRNA1	4	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene21281.mRNA1	4	8	7	8	6	4	9	3	9	3	
Slin_CCMP2456.gene21290.mRNA1	0	0	0	1	0	0	0	1	0	0	
Slin_CCMP2456.gene21291.mRNA1	1	2	1	1	2	1	0	1	1	1	
Slin_CCMP2456.gene21298.mRNA1	6	3	4	3	3	4	4	4	1	0	
Slin_CCMP2456.gene21301.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene21302.mRNA1	1	1	5	2	1	3	0	4	2	1	
Slin_CCMP2456.gene21303.mRNA1	0	0	0	0	0	0	1	1	0	0	
Slin_CCMP2456.gene21304.mRNA1	2	6	7	2	4	6	4	6	0	2	
Slin_CCMP2456.gene21310.mRNA1	0	1	2	1	3	0	0	1	0	2	
Slin_CCMP2456.gene21315.mRNA1	0	0	2	0	0	0	0	0	0	0	
Slin_CCMP2456.gene21318.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene21319.mRNA1	0	1	0	0	0	1	1	1	0	1	
Slin_CCMP2456.gene2132.mRNA1	1	1	0	1	0	0	1	0	0	2	
Slin_CCMP2456.gene21320.mRNA1	0	1	1	0	0	1	1	2	1	1	
Slin_CCMP2456.gene21321.mRNA1	2	2	1	1	0	0	0	0	1	0	
Slin_CCMP2456.gene2133.mRNA1	0	3	1	1	0	0	0	0	0	0	
Slin_CCMP2456.gene21331.mRNA1	1	1	0	0	0	1	0	1	0	0	
Slin_CCMP2456.gene21333.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene21337.mRNA1	3	1	3	1	1	3	0	5	1	1	
Slin_CCMP2456.gene21340.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene21345.mRNA1	12	16	9	10	9	17	17	29	9	14	
Slin_CCMP2456.gene21351.mRNA1	4	3	6	3	2	4	1	8	8	5	
Slin_CCMP2456.gene21352.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene21355.mRNA1	4	8	13	9	4	7	8	14	5	10	
Slin_CCMP2456.gene21356.mRNA1	1	0	0	0	0	1	0	2	0	1	
Slin_CCMP2456.gene21358.mRNA1	4	5	6	1	1	5	2	4	1	2	
Slin_CCMP2456.gene21359.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene21363.mRNA1	9	17	14	4	5	20	6	16	8	13	
Slin_CCMP2456.gene21364.mRNA1	0	0	0	2	0	0	0	2	0	0	
Slin_CCMP2456.gene21368.mRNA1	0	1	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene2137.mRNA1	2	2	0	3	3	2	1	2	1	1	
Slin_CCMP2456.gene21370.mRNA1	8	2	6	1	5	6	6	5	4	5	
Slin_CCMP2456.gene21371.mRNA1	2	2	2	1	1	2	0	3	2	0	
Slin_CCMP2456.gene21375.mRNA1	0	1	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene21376.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene21378.mRNA1	1	5	3	0	1	1	0	1	2	0	
Slin_CCMP2456.gene21379.mRNA1	1	1	0	0	0	0	1	1	0	0	
Slin_CCMP2456.gene2138.mRNA1	1	1	2	0	1	1	0	1	1	1	
Slin_CCMP2456.gene21380.mRNA1	0	0	0	0	0	1	1	2	0	3	
Slin_CCMP2456.gene21389.mRNA1	4	4	5	2	1	2	2	4	2	3	
Slin_CCMP2456.gene21391.mRNA1	4	12	8	2	8	18	1	14	7	11	
